player_name,player_id,dob,last_game,elo,game_count,draft_info,draft_year,player_country,draft_oa,draft_league,Term,AAV,Pos,Team
Martin Jones,8474889,1/10/1990,5/24/2016 12:06,1514.77697,132,NULL,NULL,NULL,NULL,NULL,3,3000000,G,Sharks
Mats Zuccarello,8475692,9/1/1987,5/24/2016 12:06,1514.64758,91,NULL,NULL,NULL,NULL,NULL,4,4500000,RW,Rangers
Matt Read,8476177,6/14/1986,5/13/2016 12:38,1488.68452,88,NULL,NULL,NULL,NULL,NULL,4,3625000,RW,Flyers
Matt Tennyson,8476807,4/23/1990,5/24/2016 11:26,1484.54006,56,NULL,NULL,NULL,NULL,NULL,2,625000,D,Sharks
Melker Karlsson,8477922,7/18/1990,5/13/2016 12:51,1491.45108,102,NULL,NULL,NULL,NULL,NULL,2,1650000,RW,Sharks
Michael Raffl,8477290,12/1/1988,2/25/2016 16:43,1488.92615,82,NULL,NULL,NULL,NULL,NULL,3,2350000,LW,Flyers
Magnus Paajarvi,8475175,4/12/1991,5/13/2016 12:59,1487.63629,46,10 OA (2009 EDM),2009,SWE,10,SWEDEN,#N/A,#N/A,#N/A,Blues
Mike Sislo,8476209,1/20/1988,5/24/2016 11:44,1499.05884,2,NULL,NULL,NULL,NULL,NULL,2,562500,RW,Devils
Nate Prosser,8475613,5/7/1986,5/24/2016 11:38,1479.41974,85,NULL,NULL,NULL,NULL,NULL,2,625000,D,Wild
Nate Schmidt,8477220,7/16/1991,5/24/2016 10:59,1475.83657,114,NULL,NULL,NULL,NULL,NULL,2,812500,D,Capitals
Nick Holden,8474207,5/15/1987,5/13/2016 12:57,1480.70326,91,NULL,NULL,NULL,NULL,NULL,3,1650000,D,Avalanche
Niklas Backstrom,8473404,2/13/1978,5/24/2016 11:54,1480.60159,80,NULL,NULL,NULL,NULL,NULL,3,3416667,G,Flames
Noel Acciari,8478569,12/1/1991,5/24/2016 10:52,1496.87627,16,NULL,NULL,NULL,NULL,NULL,2,792500,C,Bruins
Pascal Dupuis,8466393,4/7/1979,3/2/2016 16:12,1499.4927,83,NULL,NULL,NULL,NULL,NULL,4,3750000,LW,Penguins
Pierre-Edouard Bellemare,8477930,3/6/1985,2/1/2016 18:01,1475.19452,80,NULL,NULL,NULL,NULL,NULL,2,712500,C,Flyers
Rene Bourque,8471504,12/10/1981,5/24/2016 11:37,1489.78023,61,NULL,NULL,NULL,NULL,NULL,6,3333333,LW,BlueJackets
Ryan Carter,8473646,8/3/1983,4/10/2016 14:18,1489.62686,89,NULL,NULL,NULL,NULL,NULL,1,625000,LW,Wild
Ryan Garbutt,8476116,8/12/1985,4/14/2016 18:15,1487.59227,77,NULL,NULL,NULL,NULL,NULL,3,1800000,RW,Ducks
Sergei Bobrovsky,8475683,9/20/1988,5/24/2016 12:08,1521.66651,109,NULL,NULL,NULL,NULL,NULL,4,7425000,G,BlueJackets
Mikkel Boedker,8474571,NULL,3/2/2016 9:56,1506.07163,94,8 OA (2008 PHX),2008,DNK,8,OHL,1,3750000,LW,Avalanche
Sergey Kalinin,8478566,3/17/1991,5/13/2016 12:58,1488.98705,57,NULL,NULL,NULL,NULL,NULL,1,925000,RW,Devils
Stephen Gionta,8472410,10/9/1983,5/13/2016 12:35,1476.29442,101,NULL,NULL,NULL,NULL,NULL,2,850000,RW,Devils
Teddy Purcell,8473962,9/8/1985,5/24/2016 11:37,1489.65537,76,NULL,NULL,NULL,NULL,NULL,3,4500000,LW,Panthers
Torey Krug,8476792,4/12/1991,3/28/2016 22:26,1528.15012,96,NULL,NULL,NULL,NULL,NULL,1,3400000,D,Bruins
Trevor van Riemsdyk,8477845,7/24/1991,5/24/2016 10:53,1491.51154,91,NULL,NULL,NULL,NULL,NULL,2,825000,D,Blackhawks
Tyler Bozak,8475098,3/19/1986,3/28/2016 22:18,1495.10727,107,NULL,NULL,NULL,NULL,NULL,5,4200000,C,MapleLeafs
Tyler Johnson,8474870,7/29/1990,5/17/2016 8:58,1535.51326,118,NULL,NULL,NULL,NULL,NULL,3,3333333,C,Lightning
Vernon Fiddler,8469759,5/9/1980,3/28/2016 22:32,1486.79625,84,NULL,NULL,NULL,NULL,NULL,2,1250000,C,Stars
Victor Bartley,8473658,2/17/1988,5/24/2016 11:39,1490.48098,91,NULL,NULL,NULL,NULL,NULL,3,666667,D,Canadiens
Yann Danis,8471186,6/21/1981,5/24/2016 12:05,1495.26409,14,NULL,NULL,NULL,NULL,NULL,1,575000,G,Devils
Zbynek Michalek,8469760,12/23/1982,5/24/2016 11:26,1495.88757,113,NULL,NULL,NULL,NULL,NULL,2,3200000,D,Coyotes
David Rundblad,8475182,NULL,1/18/2016 19:27,1489.68345,91,17 OA (2009 STL),2009,SWE,17,SWEDEN,2,1050000,D,#N/A
Matt Irwin,8475625,NULL,12/12/2015 19:41,1495.8208,89,NULL,NULL,NULL,NULL,NULL,1,800000,D,#N/A
Christian Folin,8477850,NULL,12/21/2015 14:55,1502.04316,88,NULL,NULL,NULL,NULL,NULL,2,725000,D,#N/A
Zac Rinaldo,8474736,NULL,2/1/2016 18:04,1479.39905,87,178 OA (2008 PHI),2008,CAN,178,OHL,2,850000,LW,#N/A
Joakim Andersson,8474168,NULL,2/4/2016 21:56,1479.84402,86,88 OA (2007 DET),2007,SWE,88,SWE-JR.,1,815000,C,#N/A
Matt Donovan,8474659,NULL,12/6/2015 20:44,1486.29358,85,96 OA (2008 NYI),2008,USA,96,USHL,1,825000,D,#N/A
Brandon Gormley,8475759,NULL,1/6/2016 21:44,1494.45466,84,13 OA (2010 PHX),2010,CAN,13,QMJHL,1,850500,D,#N/A
Brandon Prust,8471283,NULL,2/8/2016 21:01,1485.69881,84,70 OA (2004 CGY),2004,CAN,70,OHL,4,2500000,LW,#N/A
Borna Rendulic,8477916,NULL,12/6/2015 14:34,1480.10072,82,NULL,NULL,NULL,NULL,NULL,2,622500,RW,#N/A
Reto Berra,8473499,NULL,2/8/2016 21:12,1487.6946,81,106 OA (2006 STL),2006,CHE,106,SUI,3,1450000,G,#N/A
Anton Khudobin,8471418,NULL,3/2/2016 16:25,1490.76059,81,206 OA (2004 MIN),2004,KAZ,206,RPL,2,2250000,G,#N/A
Cody Hodgson,8474570,NULL,1/17/2016 21:19,1486.97067,77,10 OA (2008 VAN),2008,CAN,10,OHL,1,1050000,C,#N/A
Christian Thomas,8475749,NULL,12/6/2015 12:35,1484.89718,76,40 OA (2010 NYR),2010,CAN,40,OHL,1,600000,RW,#N/A
Tim Jackman,8469490,NULL,12/5/2015 22:38,1488.3199,75,38 OA (2001 CBJ),2001,USA,38,WCHA,1,700000,RW,#N/A
Blake Comeau,8471260,NULL,2/8/2016 20:51,1499.68444,74,47 OA (2004 NYI),2004,CAN,47,WHL,3,2400000,RW,#N/A
Mikhail Grigorenko,8476888,NULL,2/8/2016 21:13,1491.86134,73,12 OA (2012 BUF),2012,RUS,12,QMJHL,1,675000,C,#N/A
Chris Wagner,8475780,NULL,3/2/2016 9:53,1489.89469,73,122 OA (2010 ANA),2010,USA,122,EJHL,2,637500,RW,#N/A
Alex Stalock,8471774,NULL,2/4/2016 22:10,1489.13148,73,112 OA (2005 SJS),2005,USA,112,USHL,2,1600000,G,#N/A
John Scott,8473722,NULL,1/3/2016 11:38,1475.51848,71,NULL,NULL,NULL,NULL,NULL,1,575000,LW,#N/A
Jonathan Drouin,8477494,NULL,1/11/2016 22:17,1516.36072,70,3 OA (2013 TBL),2013,CAN,3,QMJHL,3,3225000,LW,Lightning
Casey Bailey,8478376,NULL,12/6/2015 19:41,1484.84084,69,NULL,NULL,NULL,NULL,NULL,2,912500,RW,#N/A
Steve Downie,8471703,NULL,1/6/2016 21:23,1493.36991,68,29 OA (2005 PHI),2005,CAN,29,OHL,1,1750000,RW,#N/A
Nate Guenin,8470317,NULL,3/2/2016 16:34,1479.34287,67,127 OA (2002 NYR),2002,USA,127,USHL,2,800000,D,#N/A
Bryan Bickell,8471254,NULL,1/17/2016 21:15,1494.56113,65,41 OA (2004 CHI),2004,CAN,41,OHL,4,4000000,LW,#N/A
Freddie Hamilton,8475878,NULL,10/2/2015 12:37,1485.41529,64,129 OA (2010 SJS),2010,CAN,129,OHL,1,688000,C,#N/A
Rob Klinkhammer,8473970,NULL,1/2/2016 13:08,1485.57265,63,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,#N/A
Corey Potter,8470714,NULL,10/2/2015 12:36,1486.31268,62,122 OA (2003 NYR),2003,USA,122,CCHA,1,650000,D,#N/A
Justin Falk,8473992,NULL,3/2/2016 19:39,1490.97305,61,110 OA (2007 MIN),2007,CAN,110,WHL,1,600000,D,#N/A
Slava Voynov,8474594,NULL,10/2/2015 12:35,1498.97205,60,32 OA (2008 LAK),2008,RUS,32,RUSSIA,#N/A,#N/A,#N/A,#N/A
Maxime Talbot,8470171,NULL,2/4/2016 22:10,1486.02161,59,234 OA (2002 PIT),2002,CAN,234,QMJHL,5,1800000,C,#N/A
Dan Ellis,8468540,NULL,10/5/2015 22:03,1490.23731,59,60 OA (2000 DAL),2000,CAN,60,,1,575000,G,#N/A
Ronalds Kenins,8477589,NULL,2/1/2016 21:28,1490.24296,57,NULL,NULL,NULL,NULL,NULL,1,600000,LW,#N/A
Chris Higgins,8470274,NULL,1/5/2016 20:42,1503.10706,55,14 OA (2002 MTL),2002,USA,14,ECAC,#N/A,#N/A,#N/A,#N/A
Zach Sill,8475119,NULL,10/2/2015 12:34,1482.86802,55,NULL,NULL,NULL,NULL,NULL,1,575000,C,#N/A
Nikita Zadorov,8477507,NULL,2/4/2016 21:52,1500.12778,54,16 OA (2013 BUF),2013,RUS,16,OHL,3,1775000,D,#N/A
Tim Erixon,8475148,NULL,9/28/2015 13:30,1487.20248,54,23 OA (2009 CGY),2009,USA,23,SWEDEN,1,600000,D,#N/A
Chris Butler,8471761,NULL,2/3/2016 4:38,1491.51405,54,96 OA (2005 BUF),2005,USA,96,USHL,1,675000,D,#N/A
Patrick Bordeleau,8471326,NULL,9/28/2015 22:09,1482.84735,53,114 OA (2004 MIN),2004,CAN,114,QMJHL,3,1000000,RW,#N/A
Chad Ruhwedel,8477244,NULL,10/5/2015 11:32,1490.13806,53,NULL,NULL,NULL,NULL,NULL,2,650000,D,#N/A
Tyler Wotherspoon,8476452,NULL,10/2/2015 12:39,1493.21498,52,57 OA (2011 CGY),2011,CAN,57,WHL,3,925000,D,#N/A
Ryan Bourque,8475243,NULL,9/25/2015 22:31,1490.67501,52,80 OA (2009 NYR),2009,USA,80,USDP,2,562500,LW,#N/A
Chris Summers,8473589,NULL,10/1/2015 10:41,1488.2627,52,29 OA (2006 PHX),2006,USA,29,USA,2,600000,D,#N/A
Jay Harrison,8469531,NULL,10/1/2015 8:31,1492.62976,51,82 OA (2001 TOR),2001,CAN,82,OHL,3,1500000,D,#N/A
Mike Angelidis,8471916,NULL,1/3/2016 11:33,1486.5254,51,NULL,NULL,NULL,NULL,NULL,1,650000,LW,#N/A
Drew Shore,8475213,NULL,10/2/2015 12:32,1490.22538,50,44 OA (2009 FLA),2009,USA,44,USDP,1,850500,RW,#N/A
Jeremy Morin,8475214,NULL,9/26/2015 14:04,1492.19119,50,45 OA (2009 ATL),2009,USA,45,USDP,2,800000,RW,#N/A
Kristers Gudlevskis,8477356,NULL,1/6/2016 21:15,1489.49204,49,124 OA (2013 TBL),2013,LVA,124,RUSSIA-JR.,3,608333,G,#N/A
Matt Fraser,8475671,NULL,10/2/2015 12:32,1488.27845,49,NULL,NULL,NULL,NULL,NULL,1,650000,RW,#N/A
Scott Harrington,8476449,NULL,10/2/2015 12:37,1495.10249,48,54 OA (2011 PIT),2011,CAN,54,OHL,3,989167,D,#N/A
Jerry D'Amigo,8475309,NULL,10/2/2015 12:37,1485.74613,48,158 OA (2009 TOR),2009,USA,158,USDP,1,700000,LW,#N/A
Colin McDonald,8470644,NULL,9/28/2015 11:40,1492.64939,48,51 OA (2003 EDM),2003,USA,51,EJHL,1,650000,RW,#N/A
Dustin Tokarski,8474682,NULL,1/2/2016 13:10,1488.46581,47,122 OA (2008 TBL),2008,CAN,122,WHL,2,562500,G,#N/A
Marek Mazanec,8476992,NULL,10/1/2015 8:26,1489.14939,46,179 OA (2012 NSH),2012,CZE,179,CZREP,1,575000,G,#N/A
Dennis Everberg,8477902,NULL,9/28/2015 13:35,1492.67168,45,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,#N/A
Tyler Pitlick,8475752,NULL,10/3/2015 19:07,1488.20925,44,31 OA (2010 EDM),2010,USA,31,WCHA,1,761250,C,#N/A
Tye McGinn,8475775,NULL,9/28/2015 10:38,1492.60558,44,119 OA (2010 PHI),2010,CAN,119,QMJHL,1,625000,LW,#N/A
Phil Varone,8475321,NULL,3/2/2016 16:24,1488.74424,44,147 OA (2009 SJS),2009,CAN,147,OHL,1,600000,C,#N/A
Ryan Stanton,8475598,NULL,2/4/2016 22:05,1491.64582,44,NULL,NULL,NULL,NULL,NULL,1,575000,D,#N/A
Kevin Fiala,8477942,NULL,2/8/2016 21:09,1493.84517,43,11 OA (2014 NSH),2014,CHE,11,SWEDEN-JR.,3,1425000,RW,#N/A
Mirco Mueller,8477509,NULL,9/28/2015 13:33,1491.68466,42,18 OA (2013 SJS),2013,CHE,18,WHL,3,1350000,D,#N/A
Joey Hishon,8475767,NULL,9/28/2015 13:34,1488.66448,42,17 OA (2010 COL),2010,CAN,17,OHL,1,890000,RW,#N/A
Taylor Beck,8475192,NULL,10/1/2015 10:40,1491.20473,42,70 OA (2009 NSH),2009,CAN,70,OHL,1,875000,RW,#N/A
Tyson Strachan,8470729,NULL,9/28/2015 11:25,1490.188,41,137 OA (2003 CAR),2003,CAN,137,BCHL,1,650000,D,#N/A
Corey Tropp,8474130,NULL,10/5/2015 11:29,1490.09431,40,89 OA (2007 BUF),2007,USA,89,USHL,2,625000,RW,#N/A
Jason Akeson,8475917,NULL,10/2/2015 12:35,1490.12184,39,NULL,NULL,NULL,NULL,NULL,1,575000,RW,#N/A
Dylan DeMelo,8476331,NULL,3/2/2016 16:32,1490.07361,38,179 OA (2011 SJS),2011,CAN,179,OHL,3,658333,D,#N/A
Marc-Andre Cliche,8471718,NULL,9/26/2015 14:01,1493.14623,38,56 OA (2005 NYR),2005,CAN,56,QMJHL,2,700000,C,#N/A
Raphael Diaz,8476244,NULL,10/1/2015 10:29,1492.57975,37,NULL,NULL,NULL,NULL,NULL,1,700000,D,#N/A
Jesse Winchester,8474498,NULL,3/28/2016 22:33,1490.88921,37,NULL,NULL,NULL,NULL,N,2,900000,RW,#N/A
Colin Miller,8476525,NULL,3/2/2016 16:23,1500.11854,36,151 OA (2012 LAK),2012,CAN,151,OHL,3,602500,D,#N/A
Stefan Elliott,8475206,NULL,1/5/2016 21:07,1493.88559,36,49 OA (2009 COL),2009,CAN,49,WHL,1,650000,D,#N/A
Justin Peters,8471251,NULL,9/25/2015 21:39,1489.17878,35,38 OA (2004 CAR),2004,CAN,38,OHL,2,950000,G,#N/A
Duncan Siemens,8476464,NULL,10/1/2015 8:31,1496.04028,34,11 OA (2011 COL),2011,CAN,11,WHL,3,1450000,D,#N/A
Connor Brickley,8475736,NULL,1/3/2016 11:38,1492.66209,34,50 OA (2010 FLA),2010,USA,50,USHL,2,592500,C,#N/A
Jarred Tinordi,8475797,NULL,3/2/2016 19:47,1501.15308,33,22 OA (2010 MTL),2010,USA,22,USHL,1,850500,D,#N/A
Thomas Raffl,8479069,NULL,12/13/2015 13:16,1488.2775,33,NULL,NULL,NULL,NULL,NULL,1,575000,LW,#N/A
Matt O'Connor,8478559,NULL,12/6/2015 18:05,1488.18727,32,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,#N/A
Anthony Deangelo,8477950,NULL,9/28/2015 13:33,1497.57276,32,19 OA (2014 TBL),2014,USA,19,OHL,3,925000,D,#N/A
Tyler Graovac,8476344,NULL,12/6/2015 21:37,1491.18583,32,191 OA (2011 MIN),2011,CAN,191,OHL,3,925000,C,#N/A
Derek Forbort,8475762,NULL,3/2/2016 16:27,1490.53533,32,15 OA (2010 LAK),2010,USA,15,USHL,3,863333,D,#N/A
Kevin Poulin,8474690,NULL,12/21/2015 20:34,1490.76031,31,126 OA (2008 NYI),2008,CAN,126,QMJHL,1,600000,G,#N/A
Barclay Goodrow,8476624,NULL,12/6/2015 14:35,1490.58874,31,NULL,NULL,NULL,NULL,NULL,3,627000,LW,#N/A
Joonas Kemppainen,8478564,NULL,3/2/2016 9:52,1494.68105,30,NULL,NULL,NULL,NULL,NULL,1,792500,C,#N/A
Kyle Cumiskey,8471879,NULL,12/6/2015 18:01,1492.656,29,222 OA (2005 COL),2005,CAN,222,WHL,1,600000,D,#N/A
Raffi Torres,8468485,NULL,1/18/2016 19:26,1489.92863,28,5 OA (2000 NYI),2000,CAN,5,,3,2000000,LW,#N/A
Xavier Ouellet,8476443,NULL,12/12/2015 12:54,1502.95673,27,48 OA (2011 DET),2011,FRA,48,QMJHL,1,715000,D,#N/A
Zac Dalpe,8474610,NULL,1/18/2016 19:31,1492.11569,27,45 OA (2008 CAR),2008,CAN,45,BCHL,1,600000,C,#N/A
Nic Petan,8477464,NULL,2/4/2016 22:00,1497.95335,26,43 OA (2013 WPG),2013,CAN,43,WHL,#N/A,#N/A,#N/A,#N/A
Brett Kulak,8476967,NULL,12/7/2015 8:57,1491.64912,26,105 OA (2012 CGY),2012,CAN,105,WHL,3,816667,D,#N/A
Seth Griffith,8476495,NULL,12/21/2015 20:34,1494.10865,25,131 OA (2012 BOS),2012,CAN,131,OHL,3,925000,RW,#N/A
Evgeny Medvedev,8478563,8/27/1982,5/24/2016 11:42,1497.18858,13,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,Flyers
Cal OReilly,8471811,9/30/1986,5/13/2016 12:39,1498.70929,10,150 OA (2005 NSH),2005,CAN,150,OHL,#N/A,#N/A,#N/A,Sabres
Rocco Grimaldi,8476428,NULL,12/12/2015 19:57,1496.08945,24,33 OA (2011 FLA),2011,USA,33,USHL,3,1066667,RW,#N/A
Oskar Sundqvist,8476897,NULL,12/15/2015 18:19,1492.21166,23,81 OA (2012 PIT),2012,SWE,81,SWE-JR.,3,925000,C,#N/A
Anton Slepyshev,8477415,NULL,11/18/2015 21:17,1495.04962,21,88 OA (2013 EDM),2013,RUS,88,RUSSIA,3,1525000,LW,#N/A
Alexander Semin,8470120,NULL,12/6/2015 20:55,1502.91063,21,13 OA (2002 WSH),2002,RUS,13,RUS D.1,#N/A,#N/A,#N/A,#N/A
Michael Bournival,8475739,NULL,12/6/2015 14:55,1495.06323,21,71 OA (2010 COL),2010,CAN,71,QMJHL,1,600000,LW,#N/A
JC Lipon,8477076,7/10/1993,3/2/2016 16:21,1497.17485,5,91 OA (2013 WPG),2013,CAN,91,WHL,#N/A,#N/A,#N/A,Jets
Ville Pokka,8476864,NULL,11/25/2015 20:06,1495.55292,19,34 OA (2012 NYI),2012,FIN,34,FINLAND,3,1775000,D,#N/A
Daniel Cleary,8466149,NULL,12/5/2015 13:01,1492.66955,19,13 OA (1997 CHI),1997,CAN,13,OHL,#N/A,#N/A,#N/A,#N/A
Mikko Rantanen,8478420,NULL,12/13/2015 13:06,1495.53653,18,10 OA (2015 COL),2015,FIN,10,FINLAND,3,1658333,F,#N/A
Daniel Sprong,8478466,NULL,12/6/2015 14:33,1498.07903,15,46 OA (2015 PIT),2015,NLD,46,QMJHL,3,925000,RW,#N/A
Dmytro Timashov,8478857,NULL,10/26/2015 15:15,1496.06414,14,125 OA (2015 TOR),2015,UKR,125,QMJHL,#N/A,#N/A,#N/A,#N/A
Mattias Ohlund,8460503,NULL,2/4/2016 21:36,1498.28445,11,13 OA (1994 VAN),1994,SWE,13,Sweden,7,3607143,D,#N/A
Markus Hannikainen,8478541,NULL,3/2/2016 9:56,1496.88348,11,NULL,NULL,NULL,NULL,NULL,2,717500,LW,#N/A
Ben Street,8476043,NULL,3/2/2016 10:02,1495.5935,11,NULL,NULL,NULL,NULL,NULL,2,650000,RW,#N/A
Frank Vatrano,8478366,NULL,3/2/2016 16:23,1500.23732,11,NULL,NULL,NULL,NULL,NULL,3,925000,LW,#N/A
Josh Anderson,8476981,NULL,3/2/2016 16:14,1496.12441,10,95 OA (2012 CBJ),2012,CAN,95,OHL,3,986667,RW,#N/A
Max McCormick,8476323,NULL,3/2/2016 16:14,1497.92202,9,171 OA (2011 OTT),2011,USA,171,USHL,2,800000,LW,#N/A
Curtis McKenzie,8475310,NULL,2/8/2016 21:00,1497.10393,9,159 OA (2009 DAL),2009,CAN,159,BCHL,2,675000,LW,#N/A
Richard Clune,8471733,NULL,2/8/2016 21:07,1496.13842,9,71 OA (2005 DAL),2005,CAN,71,OHL,1,575000,LW,#N/A
Connor Hellebuyck,8476945,NULL,2/2/2016 4:43,1500.68093,9,130 OA (2012 WPG),2012,USA,130,NAHL,3,925000,G,#N/A
Joel Vermin,8477326,NULL,3/2/2016 9:54,1499.14904,8,186 OA (2013 TBL),2013,CHE,186,SWISS,1,575000,C,#N/A
Scott Mayfield,8476429,NULL,3/2/2016 19:38,1498.41988,8,34 OA (2011 NYI),2011,USA,34,USHL,3,925000,D,#N/A
Marc Savard,8462118,NULL,1/6/2016 21:45,1496.45125,7,91 OA (1995 NYR),1995,CAN,91,OHL,7,4021429,C,#N/A
Brendan Guhle,8478425,NULL,12/6/2015 21:20,1498.50252,6,51 OA (2015 BUF),2015,CAN,51,WHL,3,925000,D,#N/A
Michael Mersch,8476352,NULL,2/4/2016 21:44,1497.33801,6,110 OA (2011 LAK),2011,USA,110,WCHA,3,925000,LW,#N/A
Fredrik Claesson,8476368,NULL,3/7/2016 16:19,1500.11422,6,126 OA (2011 OTT),2011,SWE,126,SWEDEN,1,600000,D,#N/A
Cody Bass,8471760,NULL,2/4/2016 22:11,1497.71287,6,95 OA (2005 OTT),2005,CAN,95,OHL,1,600000,RW,#N/A
Eric Boulton,8460720,NULL,2/8/2016 20:50,1498.36956,6,234 OA (1994 NYR),1994,CAN,234,OHL,1,575000,RW,#N/A
Linus Ullmark,8476999,NULL,1/6/2016 21:47,1497.39035,5,163 OA (2012 BUF),2012,SWE,163,SWE-JR.,3,925000,G,#N/A
Evgeny Medvedev,0,NULL,2/8/2016 21:04,1497.49097,5,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,#N/A
Brett Pollock,8477976,NULL,1/18/2016 19:31,1497.46183,4,45 OA (2014 DAL),2014,CAN,45,WHL,3,925000,LW,#N/A
Nick Ritchie,8477941,12/5/1995,5/24/2016 11:35,1499.51516,1,10 OA (2014 ANA),2014,CAN,10,OHL,#N/A,#N/A,#N/A,Ducks
Kerby Rychel,8477510,NULL,2/8/2016 21:02,1498.86789,4,19 OA (2013 CBJ),2013,USA,19,OHL,3,1275000,LW,#N/A
Esa Lindell,8476902,NULL,2/4/2016 22:05,1499.398,4,74 OA (2012 DAL),2012,FIN,74,FINLAND-JR.,3,925000,D,#N/A
Corban Knight,8475260,NULL,1/18/2016 19:32,1497.83247,4,135 OA (2009 FLA),2009,CAN,135,AJHL,1,750000,C,#N/A
Aaron Ness,8474604,NULL,1/11/2016 22:11,1499.49485,4,40 OA (2008 NYI),2008,USA,40,HIGH-MN,1,575000,D,#N/A
Tim Schaller,8477213,NULL,3/2/2016 15:52,1498.27248,4,NULL,NULL,NULL,NULL,NULL,1,874125,C,#N/A
Kenny Agostino,8475844,4/30/1992,4/28/2016 11:36,1499.52128,1,140 OA (2010 PIT),2010,USA,140,HIGH-NJ,#N/A,#N/A,#N/A,Flames
Jujhar Khaira,8476915,NULL,1/17/2016 21:19,1498.421,3,63 OA (2012 EDM),2012,CAN,63,BCHL,3,925000,LW,#N/A
Patrice Cormier,8474616,NULL,2/4/2016 21:39,1498.55613,3,54 OA (2008 NJD),2008,CAN,54,QMJHL,1,650000,C,#N/A
Jordan Binnington,8476412,NULL,2/8/2016 21:02,1499.75959,3,88 OA (2011 STL),2011,CAN,88,OHL,3,933333,G,#N/A
Brian O'Neill,8476772,NULL,2/4/2016 22:08,1499.51359,3,NULL,NULL,NULL,NULL,NULL,2,562500,RW,#N/A
Shea Theodore,8477447,NULL,3/2/2016 16:27,1500.86286,2,26 OA (2013 ANA),2013,CAN,26,WHL,3,925000,D,#N/A
Josh Leivo,8476410,NULL,3/2/2016 9:51,1499.0122,2,86 OA (2011 TOR),2011,CAN,86,OHL,3,967500,LW,#N/A
Chris Pronger,8459424,NULL,1/5/2016 20:41,1498.78501,2,2 OA (1993 HFD),1993,CAN,2,OHL,7,4935714,D,#N/A
Joe Cannata,8475300,NULL,12/24/2015 14:41,1499.03679,2,173 OA (2009 VAN),2009,USA,173,H-EAST,1,600000,G,#N/A
Jayson Megna,8477126,NULL,2/1/2016 18:07,1499.97543,2,NULL,NULL,NULL,NULL,NULL,1,600000,C,#N/A
Andre Benoit,8470378,NULL,2/2/2016 4:47,1499.99685,2,NULL,NULL,NULL,NULL,NULL,1,600000,D,#N/A
Gustav Olofsson,8477467,NULL,1/3/2016 11:38,1499.2848,1,46 OA (2013 MIN),2013,SWE,46,USHL,3,925000,D,#N/A
Kurtis Gabriel,8476545,NULL,1/11/2016 22:13,1499.28074,1,81 OA (2013 MIN),2013,CAN,81,OHL,3,666667,RW,#N/A
Tanner Richard,8476911,NULL,1/14/2016 17:20,1499.50248,1,71 OA (2012 TBL),2012,CAN,71,OHL,1,575000,LW,#N/A
Andrey Pedan,8476388,NULL,1/11/2016 22:15,1499.28389,1,63 OA (2011 NYI),2011,LTU,63,OHL,#N/A,#N/A,#N/A,#N/A
